acquisition,configuration,fppi_budget,n_seeds,recall_mean,recall_sd
mterie,historical_additive,4.073802778041126,5,0.6059887005649717,0.07316504154503545
mterie,historical_additive,4.168693834703355,5,0.608361581920904,0.07293651834389853
mterie,historical_additive,4.265795188015925,5,0.6098305084745763,0.07251759613485596
mterie,historical_additive,4.365158322401661,5,0.6120903954802259,0.07219114331657145
mterie,historical_additive,4.46683592150963,5,0.6141242937853107,0.07124918766298055
mterie,historical_additive,4.570881896148752,5,0.6161581920903956,0.07134946806118368
mterie,historical_additive,4.677351412871981,5,0.6171751412429378,0.0708297493615388
mterie,historical_additive,4.786300923226385,5,0.6190960451977402,0.07072579864261196
mterie,historical_additive,4.897788193684462,5,0.6212429378531074,0.06978556138534066
mterie,historical_additive,5.011872336272725,5,0.6233898305084746,0.06960007139648448
mterie,historical_additive,5.1286138399136485,5,0.6256497175141243,0.06975582461578766
mterie,historical_additive,5.248074602497728,5,0.6277966101694916,0.0691431716999501
mterie,historical_additive,5.370317963702527,5,0.6293785310734463,0.06881184304818438
mterie,historical_additive,5.4954087385762485,5,0.6303954802259886,0.06902766502449638
mterie,historical_additive,5.623413251903491,5,0.6324293785310735,0.06810148025002279
mterie,historical_additive,5.754399373371572,5,0.6345762711864407,0.06680346015450385
mterie,historical_additive,5.88843655355589,5,0.6363841807909605,0.06549116866005691
mterie,historical_additive,6.025595860743581,5,0.6384180790960452,0.06455034054857219
mterie,historical_additive,6.165950018614822,5,0.6399999999999999,0.06377852971216508
mterie,historical_additive,6.309573444801936,5,0.6422598870056497,0.0627060108226521
mterie,historical_additive,6.456542290346556,5,0.643728813559322,0.06219387027738184
mterie,historical_additive,6.6069344800759575,5,0.6453107344632769,0.06186298788456168
mterie,historical_additive,6.760829753919819,5,0.6480225988700564,0.061889554520357784
mterie,historical_additive,6.918309709189363,5,0.6501694915254237,0.061588917863010566
mterie,historical_additive,7.07945784384138,5,0.652316384180791,0.061625444630957156
mterie,historical_additive,7.244359600749899,5,0.6536723163841808,0.060533763778435605
mterie,historical_additive,7.413102413009177,5,0.6557062146892655,0.06096147300213626
mterie,historical_additive,7.585775750291836,5,0.6574011299435027,0.06148933069459068
mterie,historical_additive,7.76247116628692,5,0.6603389830508475,0.060120268452461205
mterie,historical_additive,7.943282347242813,5,0.6628248587570622,0.0584785336688656
mterie,historical_additive,8.128305161640995,5,0.6647457627118645,0.05824225800874999
mterie,historical_additive,8.317637711026709,5,0.6665536723163841,0.05869781889467542
mterie,historical_additive,8.511380382023768,5,0.668135593220339,0.05945451980018368
mterie,historical_additive,8.709635899560805,5,0.6694915254237288,0.05853254584453461
mterie,historical_additive,8.91250938133746,5,0.6712994350282486,0.05838976900934008
mterie,historical_additive,9.120108393559097,5,0.6724293785310735,0.05791360052355988
mterie,historical_additive,9.332543007969914,5,0.6738983050847458,0.058004469631563575
mterie,historical_additive,9.549925860214358,5,0.6751412429378532,0.05800804640946666
mterie,historical_additive,9.772372209558112,5,0.6763841807909605,0.05775078124050556
mterie,historical_additive,10.0,5,0.6784180790960451,0.05675702952856599
mterie,historical_fam,0.01,5,0.1309604519774011,0.012393373634527697
