seed,mode,level,level_label,modality,numel,mean,std,mean_abs_delta_one,min,p05_approx,median_approx,p95_approx,max,fraction_below_low,fraction_above_high
40,fusion,0,P3,ir,5734400,1.0009428353359857,4.577379142603763e-05,0.0009428353359856244,1.000908613204956,1.0025,1.0025,1.0025,1.001322865486145,0.0,0.0
40,fusion,0,P3,rgb,5734400,0.9985258823626749,1.9844881216468836e-05,0.001474117637325045,0.9983701109886169,0.9975,0.9975,0.9975,0.998601496219635,0.0,0.0
40,fusion,1,P4,ir,1433600,1.000532677149583,1.5945927472965007e-05,0.0005326771495830534,1.0005183219909668,1.0025,1.0025,1.0025,1.0006389617919922,0.0,0.0
40,fusion,1,P4,rgb,1433600,0.9992016524857276,1.3979604407063702e-05,0.0007983475142724014,0.9991581439971924,0.9975,0.9975,0.9975,0.9993007183074951,0.0,0.0
40,fusion,2,P5,ir,358400,0.9980662457646603,0.00011686737483098613,0.00193375423533975,0.9979402422904968,0.9975,0.9975,0.9975,0.998591959476471,0.0,0.0
40,fusion,2,P5,rgb,358400,1.0018834417922022,0.00010823737819906737,0.001883441792202315,1.0013889074325562,1.0025,1.0025,1.0025,1.0020040273666382,0.0,0.0
40,rgb,0,P3,ir,5734400,1.0003816769957068,8.358147521542689e-05,0.0003816769957068443,1.0003448724746704,1.0025,1.0025,1.0025,1.0010664463043213,0.0,0.0
40,rgb,0,P3,rgb,5734400,0.9990521606413468,3.805385772147557e-05,0.0009478393586531248,0.998731791973114,0.9975,0.9975,0.9975,0.9990934133529663,0.0,0.0
40,rgb,1,P4,ir,1433600,1.0003879809555865,2.766197799240478e-05,0.00038798095558636954,1.000369668006897,1.0025,1.0025,1.0025,1.000552773475647,0.0,0.0
40,rgb,1,P4,rgb,1433600,0.9994999104258854,2.1876538826943044e-05,0.0005000895741146191,0.9993401169776917,0.9975,0.9975,0.9975,0.9995148181915283,0.0,0.0
40,rgb,2,P5,ir,358400,0.9982064351195004,9.019706289252949e-05,0.0017935648804996162,0.9980944991111755,0.9975,0.9975,0.9975,0.998606264591217,0.0,0.0
40,rgb,2,P5,rgb,358400,1.0017793914053723,8.877937890668389e-05,0.0017793914053722151,1.0013940334320068,1.0025,1.0025,1.0025,1.0018891096115112,0.0,0.0
40,ir,0,P3,ir,5734400,1.0018609555300333,3.474627448279368e-05,0.0018609555300333471,1.0015991926193237,1.0025,1.0025,1.0025,1.0019755363464355,0.0,0.0
40,ir,0,P3,rgb,5734400,0.9981553017411456,3.3262631227476865e-05,0.0018446982588544156,0.9980065226554871,0.9975,0.9975,0.9975,0.9984036087989807,0.0,0.0
