seed,control_run_id,candidate_run_id,control_best_epoch,candidate_best_epoch,control_best_map50,candidate_best_map50,best_delta_map50,control_latest_map50,candidate_latest_map50,latest_delta_map50,candidate_replay_best_map50,candidate_replay_absolute_error,control_files,candidate_files
40,m7xjslb6,z1h6skvd,1,3,0.1521475464105606,0.1741776466369629,0.022030100226402283,0.03973805531859398,0.06508450955152512,0.025346454232931137,0.1741776466369629,0.0,wandb/run-20260814_203405-m7xjslb6/files,wandb/run-20260915_114932-z1h6skvd/files
41,2kil4xq9,b18jmijy,4,1,0.14235958456993103,0.13323214650154114,-0.009127438068389893,0.10302940756082535,0.10085385292768478,-0.002175554633140564,0.13323214650154114,0.0,wandb/run-20260814_232554-2kil4xq9/files,wandb/run-20260915_135849-b18jmijy/files
42,fu87g1i2,gm9fziap,6,2,0.16546642780303955,0.16361463069915771,-0.001851797103881836,0.09459450095891953,0.13099779188632965,0.036403290927410126,0.16361463069915771,0.0,wandb/run-20260815_020741-fu87g1i2/files,wandb/run-20260915_162027-gm9fziap/files
43,pz5tzni4,u5mfyfuh,1,5,0.19393183290958405,0.14841575920581818,-0.04551607370376587,0.07898081839084625,0.08236513286828995,0.003384314477443695,0.14841575920581818,0.0,wandb/run-20260815_051325-pz5tzni4/files,wandb/run-20260915_184156-u5mfyfuh/files
44,398272cv,nd6il42x,1,4,0.16890789568424225,0.1409609019756317,-0.027946993708610535,0.10372947156429291,0.09973955154418945,-0.003989920020103455,0.1409609019756317,0.0,wandb/run-20260815_081411-398272cv/files,wandb/run-20260915_210921-nd6il42x/files
