protocol_id,seed,checkpoint,batches,frames,frames_with_matches,matched_boxes,matches_per_frame,learned_smooth_l1_cells,residual_common_smooth_l1_cells,total_common_smooth_l1_cells,zero_flow_smooth_l1_cells,best_constant_flow_dy_cells,best_constant_flow_dx_cells,best_constant_smooth_l1_cells,relative_improvement_vs_zero,relative_improvement_vs_best_constant,beats_global_constant_on_train_targets,total_common_relative_improvement_vs_zero,sampled_guidance_mean_abs_cells,sampled_residual_common_mean_abs_cells,sampled_total_common_mean_abs_cells,sampled_guidance_fraction_abs_ge_threshold,sampled_guidance_mean_l2_cells,sampled_residual_common_mean_l2_cells,sampled_total_common_mean_l2_cells,mean_positive_cancellation_ratio,fraction_guidance_at_least_half_cancelled,mean_cosine_guidance_residual_common,sampled_guidance_mean_dy_cells,sampled_guidance_mean_dx_cells,sampled_guidance_std_dy_cells,sampled_guidance_std_dx_cells,target_mean_dy_cells,target_mean_dx_cells,target_median_dy_cells,target_median_dx_cells,target_std_dy_cells,target_std_dx_cells,centered_guidance_target_cosine,guidance_bias_fraction_of_mean_l2,nonzero_guidance_vectors,sampled_scalar_components,near_saturation_threshold_cells,checkpoint_sha256,scientific_config_sha256,wandb_config_sha256,reproducibility_trace_sha256,training_source_manifest_sha256,target_population_sha256,source_inventory_sha256,mechanism_gate_passed,mechanism_gate_status
rtdetr_fam_box_guided_mechanism_audit_v1,40,/home/donato/RGBT-Fusion-for-SAR-main/wandb/run-20260831_174648-2jvqs9mr/files/best/model.safetensors,261,3123,2306,5209,1.6679474863912904,0.43797226628636554,1.0193419189182165,0.4682529597393174,1.0061226393673466,-0.6536621148287789,-0.6088730303367766,0.8840578344798483,0.5646929617230718,0.5045886730523391,True,0.5345965378199257,0.9058229740731656,0.1177651189573051,0.9110314589220897,0.0,1.4382598843350505,0.17467884014384497,1.44286101305961,0.043572193188823535,0.006911115377231714,0.010831879120748162,-0.8990289297184203,-0.6062134089758002,1.0844084261099565,0.7292505876692258,-0.9748506647402184,-0.5633868659428293,-0.6458425521850586,-0.5944418907165527,1.3814989993269047,1.0392454619835616,0.7860715453727258,0.7539103474975942,5209,10418,3.9,854762eb2965a3856b9dec3a8d6ab3d8eaeea4076b48388be06aef1ba6ab1b89,34e3462e06169d5888bed0671ad555b8fa3024874bdb06a51043d6031f2083fa,77fec96434508d94c918764b44d3068599274e24cafc3ed321f386e5e44255be,de2f4d6cf9f1219c9fb79a754e72e41de7fc36d0d8842b44399e084390419ff2,b06ea1328be206a9f7c64b3412f64ed7bb95b884da591c476584a90403592412,d519574962e81ae5b492248113247cca20d7ef15b2d189d1e3b58aebf218f3c0,f889b5a54115f0267e0d5c087e6c3673bd2c65f63607e0c01df063620ea76a1e,True,box_guidance_mechanism_supported
